artist_name,track_name
Wiz Khalifa,Burn Slow (feat. Rae Sremmurd)
Bananarama,Cruel Summer
The Fray,Over My Head (Cable Car) [Acoustic] - Live
Ty Dolla $ign,Know Ya (feat. Trey Songz)
Theory of a Deadman,All or Nothing
Ansel Elgort,Thief
Shania Twain,Party For Two - Country Version With Intro
Foxes,Youth - Adventure Club Remix
Lost Kings,Quit You
Eminem,Wicked Ways
Trey Songz,Dead Wrong (feat. Ty Dolla $ign)
2Pac,Hit 'Em Up - Album Version (Edited)
Billy Currington,I Got A Feelin'
Jennifer Lopez,Booty
Spoon,I Turn My Camera On
Van Morrison,Moondance
TWENTY88,Déjà vu
B.o.B,Roll Up (feat. Marko Penn)
Migos,Versace
Rick Ross,Movin' Bass - GTA Remix
Avenged Sevenfold,Afterlife
The Allman Brothers Band,Soulshine
A$AP Mob,Frat Rules
Lynyrd Skynyrd,That Smell
Fall Out Boy,Jet Pack Blues
Rob Base & DJ EZ Rock,It Takes Two
Teriyaki Boyz,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
Deorro,Bailar - Radio Edit
Alok,Hear Me Now
BØRNS,Fool
Taylor Swift,Stay Stay Stay
Paul Wall,Sittin' Sidewayz (feat. Big Pokey) - Featuring Big Pokey Explicit Album Version
Steely Dan,Do It Again
Låpsley,Hurt Me
Fall Out Boy,Novocaine
Miley Cyrus,Fly On The Wall
Broods,Mother & Father
Disturbed,The Vengeful One
Vertical Horizon,You're a God
Heart,Magic Man
Wiz Khalifa,Raw
Regina Spektor,Fidelity
Machine Gun Kelly,Warning Shot
Bad Company,Can't Get Enough - Remastered Version
The Colourist,Little Games
Skizzy Mars,The City (feat. Phoebe Ryan)
Joey Bada$$,Like Me (feat. BJ The Chicago Kid)
Lloyd,Southside
Foo Fighters,Rope
The Animals,Don't Let Me Be Misunderstood
Lana Del Rey,Groupie Love (feat. A$AP Rocky)
Major Lazer,"Bubble Butt (feat. Bruno Mars, 2 Chainz, Tyga & Mystic) - Radio Mix"
Mr_hotspot,My Friends (feat. TeamTwin)
Heartland,I Loved Her First
Imagine Dragons,Smoke And Mirrors
Prince Royce,Corazon Sin Cara
Lorde,Homemade Dynamite
D-Lo,Get Her Tho (feat. Tyga)
Rich Boy,Throw Some D's
Famous Dex,Drip From My Walk
Kip Moore,Running For You
Lia Marie Johnson,DNA
Cole Swindell,Making My Way to You
Pink Floyd,Breathe (In the Air)
The Ting Tings,Shut Up and Let Me Go
Alex Wiley,Navigator Truck
Matt Nathanson,Run - feat. Sugarland
Daughtry,What About Now
Michael Jackson,Dirty Diana - 2012 Remaster
Led Zeppelin,Houses Of The Holy
Kodak Black,Up In Here
Taylor Swift,Gorgeous
Jennifer Lopez,If You Had My Love
Dae Dae,Spend It (feat. Young Thug & Young M.a.) - Remix
Soul For Real,Candy Rain
Dan + Shay,Can't Say No
Robert DeLong,Long Way Down
The 1975,Medicine
The Clash,Train in Vain - Remastered
The Moody Blues,Nights In White Satin - Single Version / Mono Mix
Yo Gotti,Rihanna
Hunter Hayes,Yesterday's Song
"Hank Williams, Jr.",A Country Boy Can Survive
Future,Neva End
Young the Giant,It's About Time
The Lumineers,In The Light
Logan Mize,Ain't Always Pretty
Grateful Dead,Box Of Rain
Calvin Harris,Cash Out
Twista,Wetter (Calling You Daddy)
Sean Kingston,Letting Go (Dutty Love) featuring Nicki Minaj
Eminem,We Made You
Bear Hands,2AM
Gwen Stefani,Wind It Up
French Montana,Moses
Iggy Pop,The Passenger
Miguel,coffee
Sam Smith,Make It To Me
Panic! At The Disco,That Green Gentleman (Things Have Changed)
Leona Lewis,Better in Time
Khalid,Cold Blooded
Kanye West,Send It Up
blackbear,Weak When Ur Around
JR JR,Gone
Pacific Air,Float
Maggie Rogers,Alaska
Alicia Keys,Un-thinkable (I'm Ready)
Crazy Frog,Axel F - Radio Mix
Green Day,Know Your Enemy
Webbie,Independent (feat. Lil' Boosie and Lil' Phat)
Shawn Mendes,Three Empty Words
The xx,VCR
Dave East,Phone Jumpin
One Direction,She's Not Afraid
Eden Project,XO
Bryson Tiller,Stay Blessed
Prince,I Would Die 4 U
Dj Handclap,I Can Make Your Hands Clap
Drake,We'll Be Fine
Foreigner,Urgent
Train,Calling All Angels
Pink Floyd,Run Like Hell
Bryan Adams,Run To You
Audien,One More Weekend
Bei Maejor,Lights Down Low
Michael Franti & Spearhead,Say Hey (I Love You)
Brantley Gilbert,Hell On Wheels
Carole King,I Feel the Earth Move
Imagine Dragons,Gold
blink-182,Down
Will Smith,Men In Black
SBTRKT,Wildfire
Twenty One Pilots,Johnny Boy
Easton Corbin,Clockwork
G-Eazy,Nothing to Me
The Beatles,Strawberry Fields Forever - Remastered
Grand Funk Railroad,We're an American Band - 2002 - Remastered
Ronnie Dunn,Damn Drunk
Candlebox,Far Behind
Tinashe,Party Favors
J. Cole,Trouble
Bryan J,Let Me Take You Out
Britney Spears,Break the Ice
Alice Cooper,No More Mr. Nice Guy
Billy Currington,Summer Forever
Zac Brown Band,Real Thing
ScHoolboy Q,Break The Bank
Jerrod Niemann,A Little More Love
Katy Perry,Bon appétit
Boyz II Men,I'll Make Love To You
Logic,Deeper Than Money
Shaggy,I Need Your Love
The Rolling Stones,Honky Tonk Women - Mono Version
Robert Palmer,Simply Irresistible
blackbear,Something Real
The Lumineers,Patience
Imagine Dragons,Every Night
KRS-One,Sound of da Police
Chance The Rapper,How Great (feat. Jay Electronica & My cousin Nicole)
Katy Perry,Birthday
MadeinTYO,Savage
Avenged Sevenfold,Shepherd of Fire
Big Time Rush,Boyfriend
Thomas Rhett,Like It's The Last Time
Lil Uzi Vert,Ronda (Winners)
Sleeping At Last,Chasing Cars
Wyclef Jean,Divine Sorrow
Puddle Of Mudd,Psycho
Halsey,Drive
The Kooks,Sweet Emotion
Kaskade,Disarm You (feat. Ilsey)
Flo Rida,Elevator (feat. Timbaland) - Feat. Timbaland Album Version
Route 94,My Love (feat. Jess Glynne)
James Newton Howard,The Hanging Tree - Rebel Remix
Bart Crow,Wear My Ring
Eric Church,Hungover & Hard Up
LÉON,Tired of Talking
Smokepurpp,Ski Mask
Tove Lo,Influence
We The Kings,Say You Like Me
Bruce Hornsby,The Way It Is
Matchbox Twenty,Bent
The Wanted,We Own The Night - The Chainsmokers Edit
Ingrid Michaelson,The Way I Am
Jimmy Eat World,Pain
Swell,I'm sorry (feat. shiloh)
Kendrick Lamar,You Ain't Gotta Lie (Momma Said)
5 Seconds of Summer,Beside You
David Banner,Like A Pimp
Alessia Cara,Stone
Röyksopp,Do It Again
Desiigner,Panda
Muse,Resistance
Supertramp,Give A Little Bit
Lil Pump,Iced Out (feat. 2 Chainz)
The Ting Tings,That's Not My Name
Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream)
Kevin Gates,Know Better
Tom Petty,Wildflowers
Ritchie Valens,La Bamba
SonReal,Everywhere We Go
Wet,Don't Wanna Be Your Girl
Lonestar,Walking In Memphis
blackbear,idfc (Tarro Remix)
Jason Mraz,Love Someone
High School Musical Cast,Now Or Never
Sublime,Badfish
Kanye West,The New Workout Plan
Of Monsters and Men,King And Lionheart
Jarryd James,Give Me Something
Migos,Sloppy Toppy
Eagles,Lyin' Eyes
Jo Dee Messina,Lesson In Leavin'
Christina Perri,arms
Chris Brown,Till I Die
Paula Abdul,Straight Up
50 Cent,Ayo Technology
Twenty One Pilots,Truce
NF,Therapy Session
Young Thug,Tomorrow Til Infinity (feat. Gunna)
t.A.T.u.,All The Things She Said
The Lumineers,Long Way From Home
Jax Jones,You Don't Know Me - Radio Edit
Childish Gambino,II. zealots of stockholm [free information]
Alan Jackson,Where I Come From
Parachute,The Mess I Made
Electric Light Orchestra,Sweet Talkin' Woman
The Chainsmokers,Don't Let Me Down - Illenium Remix
Bob Dylan,Hurricane
Moby,Flower
DJ Khaled,Bitches & Bottles (Let's Get It Started)
Linkin Park,Shadow Of The Day
The Weeknd,The Birds Pt. 1
Madonna,Hung Up
En Vogue,My Lovin' (You're Never Gonna Get It)
A Boogie Wit da Hoodie,Friend Zone
Nick Jonas,Remember I Told You
The Smashing Pumpkins,"Tonight, Tonight"
Mac Miller,When In Rome
Lil Wayne,Beat The Shit
Linkin Park,Crawling
Nas,If I Ruled the World (Imagine That)
21 Savage,Real Nigga
Rascal Flatts,Come Wake Me Up
Childish Gambino,California
Three 6 Mafia,Sippin On Some Syrup
Chris Brown,Drunk Texting
Gary Allan,Nothing On But The Radio
Lupe Fiasco,Wild Child
Lord Huron,Ends of the Earth
Aloe Blacc,I Need a Dollar
The Buggles,Video Killed The Radio Star
Chris Porter,The Water Dance (feat. Pitbull)
Lady Antebellum,Dancin' Away With My Heart
Jake Owen,Ghost Town
Troye Sivan,FOOLS
The Neighbourhood,#icanteven
Talib Kweli,Get By
Sam Hunt,Drinkin' Too Much
Whethan,Savage (feat. Flux Pavilion & MAX)
Troy Ave,All About The Money
Eminem,Legacy
Chamillionaire,Good Morning
fun.,Why Am I the One
James Hersey,Coming Over - filous Remix
The Outlaws,Green Grass & High Tides
Mýa,Case Of The Ex (Whatcha Gonna Do)
Ice Cube,Check Yo Self - Remix;
Major Lazer,"Boom (feat. MOTi, TY Dolla $ign, Wizkid & Kranium)"
2 Chainz,Used 2
Benjamin Francis Leftwich,Atlas Hands
LANY,pink skies
Beyoncé,Jealous
DeBarge,Rhythm Of The Night
P!nk,Funhouse
Elvis Presley,Heartbreak Hotel
Meek Mill,Blue Notes
Easton Corbin,A Little More Country Than That
Demi Lovato,Catch Me
Lil Uzi Vert,Scott and Ramona
Lil Wayne,MegaMan
Alessia Cara,Overdose
Frankie Valli,Can't Take My Eyes Off You
Red Hot Chili Peppers,Breaking The Girl
JAY Z,Can I Get A... - From The Rush Hour Soundtrack
George Strait,She'll Leave You With A Smile - 2001 Version
Flume,Holdin On
Justin Bieber,Get Used To It
POWERS,Beat Of My Drum
*NSYNC,I Want You Back - Radio Edit
Tracy Byrd,Ten Rounds with Jose Cuervo - Recall Mix
Luke Bryan,Suntan City
Madcon,Don't Worry
Red Hot Chili Peppers,Goodbye Angels
G-Eazy,Almost Famous
Florida Georgia Line,Heatwave
Leon Bridges,Smooth Sailin'
Black Sabbath,Heaven and Hell - Remastered Version
George Strait,Ocean Front Property
Demi Lovato,You Don't Do It For Me Anymore
Prince,Purple Rain
Daya,Back to Me
Lil Wayne,3 Peat
Mike WiLL Made-It,Aries (YuGo) (feat. Pharrell & Station Wagon P)
Tinie Tempah,Girls Like (feat. Zara Larsson)
Kenny Rogers,The Gambler
Tame Impala,Eventually
Train,If It's Love
Taylor Swift,Crazier
Tiësto,Split (Only U)
Blue Öyster Cult,Godzilla
Nicki Minaj,Your Love
Jerrod Niemann,What Do You Want
Anna Kendrick,Cups - Movie Version
Rebelution,Feeling Alright
Belly,Consuela
Quality Control,Too Hotty
Tegan and Sara,Where Does the Good Go
Eminem,Love Game
Jimmy Buffett,Come Monday
Spoon,The Way We Get By
Michael Jackson,Don't Stop 'Til You Get Enough - 2003 Edit
Ty Dolla $ign,Ex (feat. YG)
James Taylor,Your Smiling Face
Adam Levine,Lost Stars
Shai,If I Ever Fall In Love
DJ Mustard,Face Down
Styx,Lady
Fifth Harmony,That's My Girl
Alan Jackson,Chattahoochee - Extended Mix
Gucci Mane,Make Love
Bahamas,All The Time
Gym Class Heroes,Ass Back Home (feat. Neon Hitch) - feat. Neon Hitch
Imagine Dragons,Hopeless Opus
Rascal Flatts,Riot
Jesse McCartney,Right Where You Want Me - Radio Edit Version
Kat Deluna,What A Night
Kesha,Crazy Kids
Christina Milian,Dip It Low - Feat. Fabolous
Frank Ocean,Skyline To
Hoodie Allen,Casanova (feat. Skizzy Mars & G Eazy)
Mumford & Sons,Winter Winds
Big Sean,MILF
Jacquees,"Feel It (feat. Lloyd, Rich Homie Quan)"
One Direction,Infinity
Wet,You're the Best
Godsmack,Awake
mansionz,Dennis Rodman
Andy Grammer,"Honey, I'm Good. (Duet w/ Eli Young Band)"
Yo Gotti,Act Right
ScHoolboy Q,Dope Dealer
SG Lewis,Yours
Empire Cast,Conqueror (feat. Estelle and Jussie Smollett)
Sir Sly,Gold
RaeLynn,For A Boy
Noah Cyrus,I'm Stuck
Lost Frequencies,Reality - Radio Edit
The Chainsmokers,Wake Up Alone
Chief Keef,Kobe
Eric Church,The Outsiders
Marian Hill,One Time
Robin Schulz,Shed a Light
Damian Marley,Welcome To Jamrock
Good Charlotte,Little Things
Jana Kramer,Whiskey
Panic! At The Disco,But It's Better If You Do
Travis Scott,Pray 4 Love
The Doobie Brothers,What A Fool Believes
Tech N9ne,Speedom (Wwc2)
Daft Punk,Doin' it Right
Steve Aoki,Turbulence - Radio Edit
The Guess Who,American Woman - Remastered
Adam Friedman,What If
Jalen Santoy,Foreplay
Randy Travis,Deeper Than The Holler
NERO,Promises
Portugal. The Man,Purple Yellow Red and Blue
Childish Gambino,I. crawl
Rich The Kid,New Freezer (feat. Kendrick Lamar)
Trey Songz,All We Do
Tyrese,How You Gonna Act Like That
Young Dolph,Preach
A$AP Rocky,I Come Apart
T.I.,That's All She Wrote (feat. Eminem)
Panic! At The Disco,Bohemian Rhapsody
Tinashe,Pretend
Young the Giant,Amerika
Madonna,La Isla Bonita
Imagine Dragons,Hear Me
Rain Man,Bring Back the Summer (feat. OLY)
Love and Theft,Night That You'll Never Forget
Brian McKnight,Back At One
Florence + The Machine,Kiss With A Fist
Tory Lanez,Real Thing (feat. Future)
Kelly Clarkson,Love So Soft
Future,Fly Shit Only
Ed Sheeran,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium]
3OH!3,Touchin On My
Red Hot Chili Peppers,Parallel Universe
Ptaf,Boss Ass Bitch
Sleeping At Last,Turning Page
Quavo,Trapstar
Chris Stapleton,What Are You Listening To?
Kid Ink,Bad Ass
Martha Reeves & The Vandellas,Dancing In The Street
21 Savage,Baby Girl
The 1975,Me
Kings of Leon,Supersoaker
Mo Thugs,Ghetto Cowboy
Miranda Cosgrove,Leave It All To Me (Theme from iCarly)
YG,Twist My Fingaz
Tom Petty and the Heartbreakers,Don't Do Me Like That
Kings of Leon,Waste A Moment
Vic Mensa,There's Alot Going On
John Mayer,Edge of Desire
Waterloo Revival,What Guy Wouldn't
Kat Deluna,Whine Up - English Version
Monica,So Gone
Keith Urban,Only You Can Love Me This Way
Fuel,Shimmer - Single Version
XXXTENTACION,What in XXXTarnation
Jo Dee Messina,I'm Alright
Drake,Light Up
French Montana,Ain't Worried About Nothin
Kevin Gates,Perfect Imperfection
Bruno Mars,Liquor Store Blues (feat. Damian Marley)
Matisyahu,King Without a Crown
Rehab,Bartender Song (Sittin' At A Bar) - Alt/Rock Mix
FKA twigs,Two Weeks
Everclear,I Will Buy You A New Life
DVBBS,Tsunami
Stevie Wonder,For Once In My Life
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh) - KE On The Track Remix"
WALK THE MOON,Portugal
Drake White,It Feels Good
John Splithoff,Show Me (feat. Madison Ryann Ward)
Chicago,Saturday In The Park - Remastered
Linkin Park,Faint
Blondie,One Way Or Another - 2001 - Remaster
Colt Ford,Drivin’ Around Song (feat. Jason Aldean)
Golden Earring,Twilight Zone
Rihanna,"Dancing In The Dark - From The ""Home"" Soundtrack"
Theophilus London,Can't Stop (feat. Kanye West)
Young Thug,Kanye West (feat. Wyclef Jean)
Panic! At The Disco,The Ballad Of Mona Lisa
Kansas,Carry On Wayward Son
The Doors,Light My Fire
Of Monsters and Men,Crystals
Ariana Grande,Tattooed Heart
Mumford & Sons,Holland Road
Oh Wonder,Livewire
Fleetwood Mac,Say You Love Me
Roy Orbison,You Got It
The Head and the Heart,Lost In My Mind
Inner Circle,Sweat (A La La La La Long)
No Doubt,Hella Good
Jason Aldean,Days Like These
A Boogie Wit da Hoodie,Not A Regular Person
Sage The Gemini,College Drop
Billy Currington,Don't
The Goo Goo Dolls,Broadway
Young Thug,Special (feat. Offset and Solo Lucci)
Brooke Eden,Act Like You Don't
Bastille,Icarus
G-Eazy,Of All Things
Tyga,Feel Me
PnB Rock,Stand Back
Judah & the Lion,Suit And Jacket
Major Lazer,"Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green] - feat. Busy Signal, The Flexican & FS Green"
Jake Owen,Yee Haw
Harry Styles,Woman
Paul McCartney,Maybe I’m Amazed - Remastered 2011
Josh Abbott Band,"Oh, Tonight (feat. Kacey Musgraves)"
Lana Del Rey,High By The Beach
B.o.B,Don't Let Me Fall - Explicit Album Version
Miranda Lambert,Heart Like Mine
Neil Young,Rockin' In The Free World
Eminem,Phenomenal
Rob Thomas,Lonely No More
Zac Brown Band,I Play The Road
Kesha,Crazy Beautiful Life
Eminem,25 To Life
Pat Benatar,We Belong
Meek Mill,Make It Work (feat. Wale & Rick Ross)
Vampire Weekend,Walcott
The Chainsmokers,Honest
Tiësto,Summer Nights
blackbear,Suckerz
Arctic Monkeys,No. 1 Party Anthem
Emeli Sandé,Next To Me
Panic! At The Disco,The End Of All Things
Tory Lanez,All The Girls
Luke Bryan,Shut It Down
Kendrick Lamar,For Sale? - Interlude
Leon Bridges,River
Brett Eldredge,On And On
John Parr,St Elmo's Fire (Anniversary Edition)
Justin Bieber,Down To Earth
Luke Bryan,My Ol' Bronco
Panic! At The Disco,House Of Memories
Three Days Grace,I Am Machine
Blue Foundation,Eyes On Fire - Zeds Dead Remix
The Cab,Bad
Sugarland,Want To
Catfish and the Bottlemen,Kathleen
Naomi Scott,She's So Gone
LANY,WHERE THE HELL ARE MY FRIENDS
Kanye West,Only One
G-Eazy,Been On
Bebe Rexha,No Broken Hearts (feat. Nicki Minaj)
2Pac,I Get Around
Chris Brown,Back To Sleep REMIX
Galantis,Runaway (U & I) - Kaskade Remix
Fabolous,She Wildin'
Marc E. Bassy,Plot Twist
Dj Pretia,Timmy Turner
LMFAO,Sorry For Party Rocking
Phil Collins,You'll Be In My Heart
Chris Young,Lost
Kehlani,Undercover
George Thorogood & The Destroyers,"One Bourbon, One Scotch, One Beer"
John Mayer,Half of My Heart
Jeezy,Lose My Mind
Young Thug,Liger
NF,How Could You Leave Us
Ingrid Michaelson,Afterlife
LL Cool J,Doin' It
Terror Jr,3 Strikes
Electric Guest,This Head I Hold
A$AP Mob,Feels So Good
Young Thug,Feel It
Ed Sheeran,Runaway
Arcade Fire,Reflektor
Hoodie Allen,All About It (feat. Ed Sheeran)
Kelly Clarkson,Walk Away
Lifehouse,First Time
Kendrick Lamar,untitled 07 | 2014 - 2016
Sean Paul,Body
Aminé,Spice Girl
Cashmere Cat,Quit (feat. Ariana Grande)
Juicy J,Twerk (feat. Project Pat)
Lewis Del Mar,Painting (Masterpiece)
Playboi Carti,Broke Boi
Snoop Dogg,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)"
Portugal. The Man,So American
Twenty One Pilots,Goner
Yo Gotti,Wait for It
Daft Punk,Harder Better Faster Stronger
Florida Georgia Line,Every Night
The Head and the Heart,Down In The Valley
Kanye West,See You In My Nightmares
Eminem,Role Model
BØRNS,Dopamine
Sam Smith,How Will I Know
Ludacris,Pimpin' All Over The World
Oh Wonder,Ultralife
Ryan Follese,Put A Label On It
Lecrae,All I Need Is You
Chris Brown,I Bet
Jason Aldean,Staring at the Sun
2 Chainz,Poor Fool
ZAYN,dRuNk
Pitbull,Messin' Around
Roscoe Dash,Good Good Night
Bob Marley & The Wailers,Stir It Up - Original Album Version
One Direction,Up All Night
blackbear,make daddy proud
Crossfade,Colors
Rick Ross,Diced Pineapples
Thomas Rhett,Renegades
Judas Priest,Breaking the Law
Lil Wayne,Nightmares Of The Bottom
OutKast,B.O.B.
Clipse,Grindin'
Rascal Flatts,Banjo
Kanye West,Blame Game
Florida Georgia Line,Angel
Bon Jovi,Always
LMNT,Juliet - Single Edit
Wiz Khalifa,iSay (feat. Juicy J)
Ying Yang Twins,Shake
Alabama Shakes,Future People
Stone Temple Pilots,Vasoline
Kool & The Gang,Celebration
Geto Boys,Mind Playing Tricks on Me
CAZZETTE,Beam Me Up - Radio Edit
Tm88,Been Thru a Lot
Big & Rich,California
Reba McEntire,Turn On The Radio
Hurricane Chris,A Bay Bay
Cher,If I Could Turn Back Time
Miranda Lambert,Fastest Girl in Town
Luke Bryan,In Love With The Girl
Prince Royce,Stand by Me
Oasis,Don't Look Back in Anger - Remastered
Bush,Machinehead - Remastered
French Montana,No Pressure
Migos,Dab Daddy
Sugarland,It Happens
Sam Morrison Band,Old Time Rock N' Roll
Limp Bizkit,Nookie
YG,I Just Wanna Party
"Grover Washington, Jr.",Just The Two Of Us (feat. Bill Withers)
Ty Dolla $ign,Long Time (feat. Quavo)
Britney Spears,Radar
Justin Bieber,Up
50 Cent,No Romeo No Juliet
Taylor Swift,Picture To Burn
Khalid,Hopeless
Twenty One Pilots,Fake You Out
Ayo & Teo,Lit Right Now
Blue Foundation,Eyes On Fire
R.E.M.,Shiny Happy People
Amos Lee,Sweet Pea
Bill Withers,Use Me
G-Eazy,These Things Happen
Flo Rida,Dirty Mind (feat. Sam Martin)
Toni Braxton,Un-Break My Heart
Harry Styles,Ever Since New York
Aaron Lewis,Endless Summer
Empire of the Sun,Alive
Young Thug,Dome (feat. Duke)
Smigg Dirtee,Shawty Is a 10 (103.5 Bomb Remix Mix) - 103.5 Bomb Remix
The Knocks,Classic (feat. Fetty Wap & POWERS )
Eddie Vedder,Hard Sun
Whethan,Can't Hide
George Strait,I Can Still Make Cheyenne
Migos,Wishy Washy
The Notorious B.I.G.,Suicidal Thoughts
Justin Bieber,Sorry - Latino Remix
Jim Croce,You Don't Mess Around With Jim
G-Eazy,Rebel
Terror Jr,Say So
Rae Sremmurd,My X
Jon Langston,Right Girl Wrong Time
Iron Maiden,The Number Of The Beast - 1998 Remastered Version
London On Da Track,No Flag
Michael Sembello,Maniac
Volbeat,Still Counting
The Expendables,Bowl For Two
Bon Iver,Towers
Taylor Swift,Stay Beautiful
George Thorogood & The Destroyers,I Drink Alone
The Neighbourhood,The Beach
A Boogie Wit da Hoodie,Undefeated (feat. 21 Savage)
Fetty Wap,679 (feat. Remy Boyz)
Kanye West,Low Lights
Mayday Parade,Terrible Things
Nicky Jam,El Amante
New Found Glory,All Downhill From Here
Travis Tritt,I'm Gonna Be Somebody
Johnny Cash,A Boy Named Sue (Live in Denmark) - Live
PnB Rock,Smile
King Kendrick,Ooh Killem
Brett Young,You Ain't Here To Kiss Me
The Cinematic Orchestra,To Build A Home
Post Malone,Broken Whiskey Glass
Lil Uzi Vert,You're Lost
Mikkel S. Eriksen,Wait for You
Lil Jon,What U Gon´ Do
Cracker,Low
Brantley Gilbert,Take It Outside
Kodak Black,First Day Out
Dylan Scott,Makin' This Boy Go Crazy
Benny Benassi,Paradise - Radio Edit
Soulja Boy,Donk
Taylor Swift,How You Get The Girl
Lil Wayne,President Carter
George Strait,Cold Beer Conversation
AWOLNATION,Hollow Moon (Bad Wolf)
Keyshia Cole,I Remember
Def Leppard,Animal
Maggie Lindemann,Pretty Girl
